iter	RMSE
426	0.2919885341
427	0.2918366547
428	0.2916489941
429	0.2914644124
430	0.2913162041
431	0.2910863522
432	0.290791717
433	0.2906260576
434	0.2905013167
435	0.2902027343
436	0.2898758522
437	0.2896087807
438	0.2894839956
439	0.28935955
440	0.2892809233
441	0.288948595
442	0.2887775946
443	0.2885290746
444	0.2883848108
445	0.2881668665
446	0.2879705363
447	0.2878193081
448	0.2875842709
449	0.2873561863
450	0.2870820523
451	0.2868876622
452	0.2867198104
453	0.2865314885
454	0.2863036088
455	0.2860585787
456	0.2858317604
457	0.2857571028
458	0.2856617807
459	0.2853692648
460	0.285083742
461	0.2847953955
462	0.2845646352
463	0.2842893978
464	0.2840211013
465	0.2838763063
466	0.2836715615
467	0.2835296781
468	0.2832872259
469	0.2830717934
470	0.2828670476
471	0.2827285584
472	0.2825303371
473	0.2823607434
474	0.2820929624
475	0.2819417309
476	0.2817807543
477	0.2816135333
478	0.281427132
479	0.281083287
480	0.2808197869
481	0.2806024018
482	0.280274652
483	0.2799971067
484	0.2798593026
485	0.2797864425
486	0.2796468259
487	0.2795002307
488	0.2793420735
489	0.2791525222
490	0.2790632658
491	0.2787702127
492	0.278652348
493	0.2784846032
494	0.2782648497
495	0.2779986743
496	0.2778050558
497	0.2775851168
498	0.2774110148
499	0.2772880365
500	0.2771077249
501	0.2769834717
502	0.2767523557
503	0.2765670062
504	0.2763947087
505	0.276212499
506	0.276009189
507	0.2757901287
508	0.2756574424
509	0.2754752297
510	0.2752733097
511	0.2750615907
512	0.2749611862
513	0.2746968353
514	0.2744856685
515	0.2743882743
516	0.2741273745
517	0.2739930346
518	0.2738921902
519	0.2737636172
520	0.2734581757
521	0.2733606769
522	0.2731474489
523	0.2729625306
524	0.272810374
525	0.2724498243
526	0.2722900985
527	0.2722270646
528	0.2719844184
529	0.2717894809
530	0.2717249691
531	0.2715188118
532	0.2714195887
533	0.2712621501
534	0.271138752
535	0.2710263205
536	0.2708269039
537	0.2706558324
538	0.2704112468
539	0.2702686544
540	0.270120887
541	0.2699468614
542	0.2697428886
543	0.2696241363
544	0.2695133985
545	0.2694119749
546	0.2691365703
547	0.2689661679
548	0.2687154871
549	0.2684625478
550	0.268311479
551	0.2681636963
552	0.2680090414
553	0.2679563199
554	0.2678566343
555	0.2676504575
556	0.267463203
557	0.2673441316
558	0.2670866566
559	0.266914314
560	0.2667461614
561	0.2665608167
562	0.2664119753
563	0.2663345394
564	0.2661674738
565	0.2660141019
566	0.2658358151
567	0.2656155752
568	0.2654557089
569	0.2653570524
570	0.2652514547
571	0.2650515345
572	0.2648490958
573	0.2645990628
574	0.264532995
575	0.2644160743
576	0.2642584312
577	0.2641110693
578	0.2639640894
579	0.263856072
580	0.2637438277
581	0.2635650427
582	0.2634817356
583	0.2633661764
584	0.2630179153
585	0.2628749013
586	0.2627343396
587	0.2625102624
588	0.2623557146
589	0.262210057
590	0.2621570223
591	0.2620752422
592	0.2618449873
593	0.2617850093
594	0.2616455637
595	0.2614962325
596	0.2613008365
597	0.2611810939
598	0.2610888785
599	0.2609366446
600	0.2606993931
601	0.2604985754
602	0.260364618
603	0.2601963992
604	0.2600276627
605	0.2598078036
606	0.2596626055
607	0.2595362286
608	0.2593270528
609	0.2592114371
610	0.2590933644
611	0.2590077143
612	0.258874833
613	0.2586877711
614	0.2585720076
615	0.2584722897
616	0.2584273216
617	0.2583250044
618	0.2582540997
619	0.2581003044
620	0.2579254633
621	0.2578605465
622	0.2576797954
623	0.2575214032
624	0.2574031801
625	0.2572130955
626	0.2570854787
627	0.2569565881
628	0.256832647
629	0.2566131736
630	0.2565445552
631	0.2562587897
632	0.2560929532
633	0.2558744642
634	0.2557160642
635	0.2555562705
636	0.2554225643
637	0.2552699483
638	0.2551372379
639	0.2550186046
640	0.2548822359
641	0.2547368915
642	0.2546560413
643	0.2545229424
644	0.2543775207
645	0.2541803595
646	0.2541051476
647	0.2539228378
648	0.2536408623
649	0.2534893439
650	0.2533976031
651	0.2532992436
652	0.2529938705
653	0.2528424582
654	0.252664577
655	0.2526118018
656	0.2524020131
657	0.2523333476
658	0.2522196518
659	0.2521014962
660	0.2520049734
661	0.2518322918
662	0.2516823077
663	0.2515953818
664	0.2515286536
665	0.251414915
666	0.251215724
667	0.2510310168
668	0.2508799564
669	0.2506669153
670	0.2505165505
671	0.2503052605
672	0.2502148698
673	0.2500802513
674	0.2500436079
675	0.2499702931
676	0.2498081084
677	0.2496777542
678	0.2495083973
679	0.2494101543
680	0.2492604841
681	0.2490801561
682	0.2488920801
683	0.2488819694
684	0.2487616711
685	0.2487063203
686	0.2485560233
687	0.248361004
688	0.2481857737
689	0.2479712357
690	0.2479046487
691	0.2478051035
692	0.2476161069
693	0.2474335558
694	0.2472569061
695	0.247132291
696	0.2470155496
697	0.2469175746
698	0.2468734555
699	0.2467003996
700	0.246459483
701	0.2463288893
702	0.2461916511
703	0.2461120415
704	0.245878609
705	0.2457409924
706	0.2456539617
707	0.2455500472
708	0.2454415739
709	0.2453789319
710	0.2452506686
711	0.2451206298
712	0.245006707
713	0.2448627316
714	0.2448045552
715	0.2446292992
716	0.2445255597
717	0.2444388672
718	0.2442403103
719	0.2440356154
720	0.2439271355
721	0.2437857005
722	0.2436062974
723	0.2434992806
724	0.2434222226
725	0.2432881026
726	0.2431547496
727	0.2430041756
728	0.2427937332
729	0.2426085673
730	0.2424112774
731	0.2422788365
732	0.2421148566
733	0.2420327767
734	0.241987355
735	0.2418986441
736	0.241713467
737	0.2415285495
738	0.2413360451
739	0.2411944539
740	0.2410398829
741	0.2409843904
742	0.2408216251
743	0.2406634876
744	0.2406283637
745	0.2405359715
746	0.2403945161
747	0.2401512834
748	0.239910234
749	0.2397683098
750	0.2395739765
751	0.2393871356
752	0.2391748501
753	0.2390746993
754	0.238984102
755	0.2389166384
756	0.2387248505
757	0.2385533379
758	0.2384669534
759	0.2383544844
760	0.2382111895
761	0.2381482482
762	0.2380050281
763	0.2378843664
764	0.2378236639
765	0.2376343909
766	0.2374906456
767	0.237318031
768	0.2372186395
769	0.2370606693
770	0.2369681901
771	0.2368994461
772	0.2367101772
773	0.2365739192
774	0.2363694837
775	0.2361159174
776	0.2360099636
777	0.2359719596
778	0.2358185196
779	0.2357279839
780	0.2355325017
781	0.2353471091
782	0.2352398077
783	0.2351322875
784	0.2350201218
785	0.2349209971
786	0.2347973318
787	0.234713421
788	0.2346553112
789	0.2345837277
790	0.2344546655
791	0.2342412817
792	0.2341619801
793	0.2341072137
794	0.2339611492
795	0.2339023734
796	0.2337031896
797	0.2336334708
798	0.233598976
799	0.2334807652
800	0.2334248347
801	0.2333319889
802	0.2331709489
803	0.2330654102
804	0.2329421498
805	0.2328789878
806	0.2328067894
807	0.2325870683
808	0.2325073931
809	0.2324600136
810	0.2322861174
811	0.2322252875
812	0.2320873969
813	0.2320020829
814	0.2319194874
815	0.2317911609
816	0.2316558696
817	0.2315125164
818	0.2313772531
819	0.2312766148
820	0.2311451292
821	0.2310393193
822	0.2307654274
823	0.2307152646
824	0.230599616
825	0.230482519
826	0.2303945513
827	0.2302405228
828	0.230135135
829	0.2299880317
830	0.2298866461
831	0.2297378378
832	0.2296195601
833	0.2294137109
834	0.2292525559
835	0.2291270829
836	0.2289184951
837	0.2288231851
838	0.2285903219
839	0.2284454255
840	0.2282980077
841	0.2282537304
842	0.2281517098
843	0.2280610977
844	0.2279539897
845	0.227812868
846	0.2277394391
847	0.2276896066
848	0.2276416806
849	0.2274936911
850	0.2272833999
851	0.227162542
852	0.2270455873
853	0.2269502095
854	0.2268465273
855	0.2267308167
856	0.2265833433
857	0.226531043
858	0.226400401
859	0.2262808529
860	0.2261131468
861	0.226068843
862	0.2259338042
863	0.2258238622
864	0.2257116693
865	0.2256509003
866	0.2255188338
867	0.2254716041
868	0.2253559206
869	0.2252686497
870	0.2250754443
871	0.2249818574
872	0.2248971985
873	0.2247932718
874	0.224728057
875	0.2246715738
876	0.2245896538
877	0.2244531441
878	0.2243528914
879	0.2242510223
880	0.2240979303
881	0.2240152929
882	0.2238831364
883	0.2237204262
884	0.2235294654
885	0.2233989558
886	0.2232842966
887	0.2231215873
888	0.2230444672
889	0.2229142582
890	0.2227937438
891	0.2226878256
892	0.2226003564
893	0.2224738628
894	0.222324644
895	0.2221779511
896	0.2221200404
897	0.2220281654
898	0.2217068689
899	0.2216229757
900	0.2214717003
901	0.2213801216
902	0.2212969824
903	0.2211239102
904	0.2210227279
905	0.2208564169
906	0.2206560473
907	0.2205890575
908	0.2204163708
909	0.2203002051
910	0.2202382671
911	0.2201386665
912	0.2200629886
913	0.2199811237
914	0.2198410052
915	0.2197329395
916	0.2195860409
917	0.2195089535
918	0.2194441622
919	0.2193070569
920	0.2191016008
921	0.219055168
922	0.2189374472
923	0.2188109412
924	0.218683151
925	0.2185844411
926	0.2184538347
927	0.2182113442
928	0.2181201348
929	0.2180027639
930	0.2179580715
931	0.2179023346
932	0.2178264792
933	0.2176717338
934	0.217507826
935	0.2173699612
936	0.2173210802
937	0.2171860142
938	0.2171448829
939	0.2171100276
940	0.2170373531
941	0.2168858041
942	0.2167932668
943	0.216747407
944	0.2166474124
945	0.2165575121
946	0.2164693098
947	0.2164167242
948	0.2163268118
949	0.2162866359
950	0.2161504679
951	0.2160937505
952	0.2160414634
953	0.21594323
954	0.2158601346
955	0.215810237
956	0.215696916
957	0.2155484165
958	0.2154222675
959	0.2152706601
960	0.2150235439
961	0.2148842854
962	0.2147518713
963	0.2146294618
964	0.2144962188
965	0.2143476558
966	0.2142577442
967	0.2141811409
968	0.2140935471
969	0.2140275102
970	0.2138987557
971	0.213827052
972	0.2137152432
973	0.2135697697
974	0.213437888
975	0.2133141176
976	0.2132486187
977	0.213107231
978	0.2129799766
979	0.212874552
980	0.2128025078
981	0.2127236588
982	0.2125918892
983	0.2124413235
984	0.2123985552
985	0.2123100776
986	0.2121905907
987	0.2120216158
988	0.2118784531
989	0.2117843216
990	0.2116517595
991	0.2115488255
992	0.2114461538
993	0.2114048311
994	0.2112235081
995	0.2110680001
996	0.2109416746
997	0.2108135096
998	0.2107308049
999	0.2105524101
	0.2070288378
723
