iter	Passed	Remaining
411	18815	26853
412	18870	26821
413	18907	26763
414	18957	26723
415	19002	26677
416	19058	26645
417	19092	26582
418	19139	26539
419	19179	26485
420	19218	26430
421	19268	26391
422	19311	26341
423	19341	26274
424	19382	26222
425	19422	26170
426	19452	26103
427	19484	26039
428	19531	25996
429	19579	25954
430	19610	25889
431	19644	25829
432	19672	25760
433	19715	25711
434	19767	25675
435	19818	25637
436	19852	25576
437	19893	25525
438	19941	25482
439	19974	25421
440	20010	25365
441	20065	25332
442	20109	25284
443	20157	25242
444	20206	25200
445	20249	25153
446	20330	25151
447	20406	25144
448	20472	25122
449	20522	25083
450	20561	25029
451	20610	24988
452	20660	24947
453	20721	24920
454	20774	24883
455	20821	24839
456	20881	24810
457	20932	24771
458	20973	24719
459	21019	24675
460	21082	24649
461	21118	24592
462	21167	24551
463	21223	24516
464	21276	24479
465	21310	24420
466	21343	24359
467	21382	24306
468	21419	24250
469	21479	24221
470	21518	24168
471	21557	24115
472	21599	24065
473	21641	24015
474	21694	23978
475	21735	23927
476	21790	23891
477	21842	23853
478	21882	23801
479	21923	23750
480	21969	23705
481	22000	23643
482	22048	23600
483	22093	23554
484	22142	23512
485	22209	23489
486	22237	23424
487	22281	23377
488	22319	23324
489	22355	23267
490	22407	23228
491	22458	23189
492	22492	23131
493	22539	23086
494	22578	23034
495	22633	22998
496	22690	22964
497	22729	22912
498	22787	22878
499	22828	22828
500	22879	22788
501	22912	22730
502	22953	22679
503	22991	22626
504	23039	22583
505	23074	22527
506	23125	22486
507	23182	22451
508	23236	22415
509	23276	22363
510	23327	22323
511	23372	22276
512	23406	22220
513	23439	22162
514	23490	22122
515	23530	22071
516	23576	22026
517	23616	21975
518	23653	21922
519	23698	21875
520	23736	21823
521	23776	21772
522	23815	21720
523	23866	21680
524	23927	21648
525	23981	21610
526	24032	21569
527	24070	21517
528	24115	21471
529	24169	21433
530	24221	21393
531	24260	21341
532	24305	21295
533	24342	21243
534	24383	21192
535	24418	21138
536	24467	21095
537	24505	21043
538	24554	21000
539	24606	20960
540	24662	20924
541	24714	20884
542	24743	20824
543	24804	20791
544	24856	20751
545	24886	20693
546	24939	20653
547	24988	20610
548	25044	20573
549	25094	20531
550	25127	20476
551	25171	20429
552	25221	20386
553	25269	20343
554	25311	20295
555	25359	20250
556	25405	20206
557	25453	20162
558	25491	20110
559	25532	20060
560	25561	20002
561	25610	19960
562	25654	19912
563	25689	19859
564	25727	19808
565	25764	19755
566	25827	19723
567	25882	19685
568	25931	19642
569	25983	19601
570	26054	19575
571	26104	19532
572	26154	19490
573	26196	19441
574	26235	19391
575	26270	19338
576	26322	19297
577	26375	19256
578	26434	19220
579	26471	19169
580	26506	19115
581	26546	19066
582	26594	19022
583	26660	18990
584	26707	18946
585	26755	18902
586	26807	18861
587	26875	18831
588	26928	18790
589	26969	18741
590	27019	18698
591	27072	18658
592	27127	18618
593	27173	18572
594	27222	18529
595	27269	18484
596	27318	18440
597	27364	18395
598	27425	18359
599	27480	18320
600	27520	18270
601	27568	18226
602	27600	18171
603	27659	18134
604	27736	18108
605	27790	18068
606	27823	18014
607	27853	17958
608	27901	17913
609	27946	17867
610	27993	17822
611	28027	17769
612	28102	17741
613	28158	17702
614	28222	17667
615	28269	17622
616	28306	17570
617	28353	17526
618	28418	17491
619	28454	17440
620	28493	17389
621	28528	17337
622	28568	17287
623	28600	17233
624	28645	17187
625	28700	17147
626	28754	17106
627	28799	17059
628	28853	17018
629	28899	16972
630	28935	16921
631	28985	16877
632	29035	16834
633	29086	16791
634	29136	16747
635	29182	16701
636	29225	16654
637	29265	16605
638	29307	16557
639	29351	16510
640	29412	16472
641	29461	16428
642	29508	16383
643	29551	16335
644	29576	16278
645	29632	16238
646	29675	16190
647	29712	16140
648	29749	16089
649	29795	16043
650	29832	15993
651	29889	15953
652	29926	15902
653	29979	15860
654	30014	15809
655	30054	15760
656	30102	15715
657	30145	15668
658	30195	15624
659	30233	15574
660	30296	15537
661	30353	15497
662	30404	15454
663	30454	15410
664	30496	15362
665	30561	15326
666	30615	15284
667	30668	15242
668	30722	15200
669	30770	15155
670	30829	15116
671	30878	15071
672	30929	15028
673	30957	14973
674	30996	14924
675	31066	14889
676	31117	14846
677	31169	14803
678	31205	14752
679	31249	14705
680	31294	14659
681	31334	14610
682	31377	14563
683	31417	14514
684	31473	14473
685	31519	14427
686	31583	14389
687	31664	14359
688	31688	14303
689	31742	14261
690	31799	14220
691	31850	14176
692	31901	14132
693	31931	14079
694	31997	14041
695	32051	13999
696	32072	13942
697	32105	13891
698	32151	13844
699	32187	13794
700	32231	13747
701	32300	13711
702	32355	13669
703	32413	13628
704	32458	13581
705	32495	13532
706	32533	13482
707	32587	13439
708	32618	13387
709	32674	13346
710	32702	13292
711	32759	13250
712	32801	13203
713	32838	13153
714	32876	13104
715	32929	13061
716	32965	13011
717	33022	12969
718	33073	12925
719	33109	12875
720	33142	12824
721	33171	12772
722	33210	12723
723	33261	12679
724	33293	12628
725	33333	12580
726	33376	12533
727	33425	12488
728	33469	12442
729	33515	12396
730	33546	12344
731	33588	12297
732	33622	12247
733	33663	12199
734	33695	12148
735	33726	12097
736	33769	12050
737	33820	12006
738	33867	11961
739	33908	11913
740	33952	11867
741	33990	11818
742	34027	11769
743	34066	11721
744	34099	11671
745	34124	11618
746	34158	11569
747	34196	11520
748	34239	11473
749	34275	11425
750	34316	11377
751	34360	11331
752	34394	11281
753	34445	11238
754	34495	11193
755	34534	11146
756	34568	11096
757	34614	11050
758	34658	11004
759	34695	10956
760	34737	10909
761	34772	10860
762	34810	10812
763	34852	10765
764	34889	10717
765	34942	10674
766	34985	10628
767	35026	10580
768	35060	10531
769	35101	10484
770	35132	10434
771	35163	10384
772	35215	10341
773	35252	10293
774	35297	10247
775	35342	10201
776	35379	10154
777	35409	10104
778	35440	10054
779	35492	10010
780	35527	9962
781	35576	9917
782	35612	9869
783	35655	9823
784	35698	9777
785	35749	9733
786	35793	9687
787	35841	9642
788	35879	9595
789	35925	9549
790	35981	9507
791	36020	9459
792	36073	9416
793	36107	9367
794	36161	9324
795	36186	9273
796	36223	9226
797	36256	9177
798	36288	9128
799	36325	9081
800	36361	9033
801	36399	8986
802	36435	8938
803	36477	8892
804	36524	8847
805	36561	8800
806	36600	8753
807	36633	8704
808	36672	8658
809	36710	8611
810	36751	8564
811	36782	8516
812	36819	8468
813	36848	8419
814	36882	8372
815	36914	8323
816	36944	8275
817	36976	8227
818	37008	8178
819	37047	8132
820	37093	8087
821	37128	8039
822	37157	7991
823	37197	7945
824	37231	7897
825	37269	7850
826	37307	7804
827	37335	7755
828	37370	7708
829	37396	7659
830	37432	7612
831	37468	7565
832	37505	7519
833	37530	7470
834	37561	7422
835	37594	7374
836	37625	7327
837	37650	7278
838	37680	7230
839	37721	7185
840	37744	7136
841	37771	7087
842	37802	7040
843	37835	6993
844	37869	6946
845	37905	6900
846	37942	6853
847	37973	6806
848	38024	6762
849	38063	6717
850	38099	6670
851	38136	6624
852	38173	6578
853	38208	6532
854	38248	6486
855	38282	6439
856	38321	6394
857	38359	6348
858	38390	6301
859	38422	6254
860	38450	6207
861	38478	6160
862	38504	6112
863	38536	6065
864	38565	6018
865	38589	5971
866	38622	5924
867	38653	5878
868	38690	5832
869	38716	5785
870	38745	5738
871	38771	5691
872	38801	5644
873	38829	5597
874	38857	5551
875	38887	5504
876	38916	5458
877	38945	5411
878	38975	5365
879	39006	5319
880	39042	5273
881	39071	5227
882	39094	5180
883	39124	5133
884	39154	5087
885	39187	5042
886	39219	4996
887	39246	4950
888	39275	4903
889	39303	4857
890	39324	4810
891	39353	4764
892	39388	4719
893	39419	4673
894	39455	4628
895	39482	4582
896	39502	4535
897	39530	4490
898	39556	4444
899	39581	4397
900	39613	4352
901	39640	4306
902	39678	4262
903	39711	4217
904	39743	4172
905	39775	4126
906	39802	4081
907	39829	4035
908	39860	3990
909	39890	3945
910	39922	3900
911	39949	3854
912	39976	3809
913	40016	3765
914	40058	3721
915	40089	3676
916	40119	3631
917	40149	3586
918	40174	3540
919	40206	3496
920	40246	3452
921	40271	3406
922	40304	3362
923	40327	3316
924	40350	3271
925	40376	3226
926	40405	3181
927	40433	3137
928	40459	3092
929	40493	3047
930	40516	3002
931	40546	2958
932	40577	2913
933	40609	2869
934	40633	2824
935	40658	2780
936	40683	2735
937	40704	2690
938	40727	2645
939	40752	2601
940	40783	2557
941	40808	2512
942	40825	2467
943	40843	2422
944	40863	2378
945	40884	2333
946	40904	2289
947	40921	2244
948	40939	2200
949	40955	2155
950	40974	2111
951	40992	2066
952	41008	2022
953	41025	1978
954	41042	1933
955	41058	1889
956	41076	1845
957	41090	1801
958	41106	1757
959	41122	1713
960	41140	1669
961	41158	1625
962	41174	1581
963	41190	1538
964	41204	1494
965	41218	1450
966	41232	1407
967	41243	1363
968	41257	1319
969	41272	1276
970	41285	1233
971	41296	1189
972	41308	1146
973	41321	1103
974	41333	1059
975	41343	1016
976	41353	973
977	41363	930
978	41372	887
979	41382	844
980	41391	801
981	41399	758
982	41408	716
983	41418	673
984	41426	630
985	41436	588
986	41446	545
987	41455	503
988	41464	461
989	41473	418
990	41482	376
991	41490	334
992	41498	292
993	41506	250
994	41514	208
995	41523	166
996	41532	124
997	41540	83
998	41548	41
999	41557	0
