iter	RMSE
615	56.96834566
616	56.93442587
617	56.91901733
618	56.89643963
619	56.87951091
620	56.85518386
621	56.81806527
622	56.78576081
623	56.76994514
624	56.75451492
625	56.71746956
626	56.69027313
627	56.6601465
628	56.63613188
629	56.60315884
630	56.59154047
631	56.57517084
632	56.55273664
633	56.52241455
634	56.50595652
635	56.48611129
636	56.45269121
637	56.42415634
638	56.40808142
639	56.38432426
640	56.36761647
641	56.33213775
642	56.31245242
643	56.2900259
644	56.26425591
645	56.24122903
646	56.20942634
647	56.19754693
648	56.18801815
649	56.16662178
650	56.149765
651	56.1197201
652	56.0844069
653	56.05632202
654	56.03839828
655	56.01613399
656	56.00268925
657	55.97502607
658	55.93876617
659	55.92125385
660	55.8847412
661	55.87168455
662	55.85790822
663	55.84198123
664	55.82778491
665	55.80836535
666	55.79385519
667	55.77995318
668	55.76533292
669	55.74317674
670	55.71062668
671	55.67961722
672	55.66602043
673	55.65234537
674	55.63050278
675	55.60743702
676	55.57442115
677	55.53599796
678	55.51734731
679	55.49506668
680	55.46430089
681	55.44416694
682	55.42873775
683	55.40840888
684	55.38993211
685	55.37813753
686	55.35915364
687	55.33753808
688	55.31656243
689	55.29180708
690	55.27640231
691	55.24960156
692	55.23498598
693	55.21507418
694	55.18327099
695	55.16092075
696	55.13986088
697	55.11987984
698	55.10632022
699	55.08838801
700	55.07078123
701	55.04845969
702	55.03860464
703	55.01794655
704	54.9952931
705	54.96120428
706	54.93470415
707	54.92119019
708	54.89333669
709	54.87405093
710	54.85731783
711	54.84044338
712	54.82768191
713	54.81216785
714	54.79048452
715	54.76760328
716	54.74520094
717	54.7280055
718	54.71465045
719	54.6994736
720	54.67973142
721	54.66338783
722	54.64576484
723	54.63426758
724	54.61196228
725	54.58668195
726	54.57949223
727	54.56042522
728	54.54350685
729	54.52526261
730	54.50567463
731	54.4912609
732	54.46538839
733	54.44654001
734	54.43106772
735	54.40692019
736	54.38898994
737	54.36341276
738	54.3480696
739	54.33506899
740	54.31575438
741	54.28255604
742	54.26731653
743	54.24340834
744	54.22357747
745	54.20425226
746	54.17247543
747	54.16281314
748	54.14963555
749	54.13426854
750	54.11786506
751	54.10117346
752	54.0781852
753	54.06091273
754	54.03636307
755	54.02133803
756	54.00403475
757	53.98649346
758	53.97490778
759	53.95999061
760	53.94449473
761	53.93460423
762	53.91528942
763	53.90043635
764	53.86548481
765	53.8347217
766	53.81474446
767	53.78958537
768	53.76657699
769	53.75198436
770	53.74102818
771	53.72877739
772	53.71460592
773	53.70450135
774	53.68125029
775	53.66568535
776	53.65492876
777	53.64237427
778	53.62355821
779	53.61010111
780	53.60418122
781	53.58689809
782	53.56865787
783	53.55036068
784	53.52641773
785	53.50646422
786	53.49371025
787	53.47608735
788	53.46510895
789	53.44954524
790	53.4333074
791	53.4142211
792	53.39163575
793	53.37782259
794	53.35983944
795	53.33816595
796	53.316483
797	53.29599277
798	53.28506547
799	53.25896308
800	53.23131751
801	53.21292333
802	53.18584692
803	53.16286655
804	53.14489343
805	53.12063428
806	53.10714748
807	53.09284504
808	53.07723838
809	53.06691012
810	53.05363554
811	53.03110301
812	53.00969945
813	52.99933334
814	52.98962296
815	52.97011485
816	52.9571962
817	52.92962246
818	52.91485318
819	52.89650523
820	52.88767495
821	52.87293656
822	52.85744123
823	52.84782011
824	52.82845117
825	52.80491945
826	52.78515982
827	52.75587693
828	52.73298172
829	52.71152467
830	52.69273459
831	52.68607224
832	52.66721209
833	52.65242146
834	52.63521599
835	52.62289635
836	52.6019538
837	52.57736258
838	52.55950538
839	52.54845733
840	52.52688975
841	52.50220645
842	52.4888163
843	52.47897121
844	52.46598714
845	52.4458481
846	52.4198701
847	52.40795503
848	52.39438589
849	52.38261889
850	52.36598644
851	52.33873614
852	52.32003717
853	52.29643663
854	52.28669682
855	52.26982709
856	52.25250871
857	52.23982848
858	52.20997833
859	52.18988217
860	52.17743254
861	52.15647856
862	52.13886081
863	52.12158296
864	52.09588771
865	52.06797024
866	52.05423966
867	52.03730882
868	52.00940264
869	51.99963977
870	51.97242038
871	51.95619061
872	51.93661043
873	51.92178927
874	51.90098809
875	51.87720179
876	51.8602584
877	51.83392164
878	51.81124618
879	51.80124908
880	51.77777648
881	51.74991999
882	51.73949792
883	51.72247018
884	51.70231757
885	51.69015022
886	51.66908238
887	51.64691199
888	51.63466283
889	51.61845515
890	51.5997307
891	51.58207628
892	51.56568013
893	51.55250142
894	51.52686507
895	51.51365204
896	51.49688936
897	51.48414058
898	51.46696717
899	51.44870902
900	51.42757233
901	51.4126654
902	51.40211752
903	51.37469333
904	51.35460927
905	51.33927568
906	51.3237146
907	51.31357268
908	51.29205024
909	51.26597548
910	51.25459727
911	51.23926566
912	51.22427697
913	51.20580778
914	51.1808555
915	51.16586636
916	51.14870195
917	51.1255104
918	51.10827342
919	51.09554418
920	51.08456703
921	51.06802449
922	51.0589358
923	51.04659824
924	51.02240817
925	51.00370737
926	50.98212145
927	50.97234698
928	50.95893827
929	50.94504403
930	50.91965746
931	50.90338683
932	50.88691592
933	50.87752448
934	50.86492947
935	50.84032405
936	50.82656239
937	50.80847647
938	50.77897865
939	50.76279616
940	50.74655532
941	50.73273638
942	50.71854833
943	50.70253107
944	50.68986493
945	50.6812582
946	50.6597101
947	50.64058034
948	50.62812111
949	50.61557661
950	50.60231542
951	50.57952014
952	50.56849027
953	50.55368519
954	50.54260191
955	50.51715553
956	50.50827937
957	50.49501628
958	50.48139089
959	50.46807886
960	50.45582712
961	50.43307563
962	50.40909514
963	50.38865603
964	50.36698379
965	50.35805011
966	50.33718939
967	50.32870879
968	50.3127296
969	50.29930854
970	50.28396337
971	50.26237369
972	50.25377587
973	50.23563609
974	50.21578472
975	50.19969206
976	50.18821728
977	50.17436585
978	50.15916271
979	50.14571492
980	50.13758907
981	50.12314059
982	50.11177329
983	50.0910818
984	50.0733746
985	50.05550437
986	50.04130882
987	50.03099964
988	50.00950866
989	49.99806173
990	49.98778628
991	49.97388024
992	49.95313235
993	49.93795184
994	49.92484956
995	49.89351528
996	49.88143968
997	49.85676966
998	49.84067989
999	49.8245641
