FID,feat_name,households,income_100,income_10K,income_125,income_150,income_15k,income_20k,income_25k,income_30k,income_35k,income_40k,income_45k,income_50k,income_60k,income_75k,income_gt_,income_lt_,median_inc,pop_densit,population,year
580,130500010202,424.339999999999975,35.820000000000000,13.199999999999999,37.210000000000001,29.559999999999999,12.270000000000000,5.480000000000000,19.079999999999998,31.969999999999999,6.590000000000000,16.690000000000001,7.370000000000000,54.200000000000003,37.680000000000000,82.430000000000007,15.500000000000000,19.289999999999999,64748.000000000000000,51126.980000000003201,1129.640000000000100,2015.000000000000000
581,130500010203,83.730000000000004,3.400000000000000,4.390000000000000,1.900000000000000,3.260000000000000,3.030000000000000,5.940000000000000,2.170000000000000,3.340000000000000,1.470000000000000,4.700000000000000,3.120000000000000,21.430000000000000,3.580000000000000,17.239999999999998,1.100000000000000,3.680000000000000,49737.000000000000000,6796.180000000000291,193.560000000000002,2015.000000000000000
582,130500010204,747.769999999999982,71.219999999999999,18.890000000000001,77.629999999999995,55.590000000000003,22.489999999999998,10.369999999999999,36.649999999999999,52.149999999999999,11.840000000000000,24.960000000000001,14.779999999999999,76.099999999999994,70.849999999999994,135.849999999999994,36.270000000000003,32.130000000000003,72501.000000000000000,154831.089999999996508,1969.359999999999900,2015.000000000000000
584,130500010301,1452.950000000000045,122.489999999999995,49.490000000000002,121.530000000000001,132.550000000000011,19.500000000000000,61.600000000000001,62.159999999999997,58.310000000000002,46.170000000000002,58.180000000000000,72.620000000000005,116.150000000000006,169.090000000000003,228.930000000000007,84.969999999999999,49.219999999999999,60853.830000000001746,178256.899999999994179,3762.110000000000127,2015.000000000000000
585,130500010302,1542.970000000000027,100.469999999999999,56.259999999999998,67.239999999999995,82.620000000000005,20.680000000000000,86.829999999999998,72.650000000000006,118.189999999999998,15.980000000000000,96.939999999999998,90.609999999999999,185.219999999999999,124.109999999999999,282.839999999999975,45.680000000000000,96.650000000000006,48691.400000000001455,115876.580000000001746,4078.449999999999818,2015.000000000000000
587,130500010401,347.139999999999986,27.750000000000000,19.109999999999999,21.100000000000001,5.060000000000000,14.830000000000000,12.119999999999999,22.789999999999999,21.239999999999998,16.190000000000001,18.270000000000000,6.800000000000000,41.350000000000001,27.260000000000002,50.759999999999998,14.720000000000001,27.800000000000001,34970.830000000001746,42330.150000000001455,798.700000000000045,2015.000000000000000
588,130500010402,392.439999999999998,30.980000000000000,21.980000000000000,24.230000000000000,5.820000000000000,17.690000000000001,13.529999999999999,25.399999999999999,24.090000000000000,18.770000000000000,20.480000000000000,8.160000000000000,46.609999999999999,30.239999999999998,57.009999999999998,16.750000000000000,30.710000000000001,34168.220000000001164,23237.569999999999709,906.549999999999955,2015.000000000000000
589,130500010403,378.490000000000009,26.930000000000000,26.520000000000000,8.910000000000000,11.100000000000000,22.800000000000001,24.059999999999999,24.000000000000000,22.399999999999999,13.029999999999999,18.660000000000000,7.060000000000000,34.640000000000001,33.450000000000003,30.550000000000001,8.640000000000001,65.739999999999995,36656.750000000000000,68720.550000000002910,1063.849999999999909,2015.000000000000000
590,130500010404,1014.509999999999991,70.709999999999994,72.099999999999994,11.630000000000001,34.649999999999999,59.570000000000000,73.799999999999997,64.709999999999994,60.020000000000003,27.890000000000001,50.939999999999998,19.250000000000000,86.849999999999994,94.540000000000006,69.790000000000006,17.070000000000000,201.009999999999991,40989.000000000000000,105824.119999999995343,2974.440000000000055,2015.000000000000000
591,130500010405,145.150000000000006,8.970000000000001,10.990000000000000,7.980000000000000,3.700000000000000,12.100000000000000,6.370000000000000,7.530000000000000,9.190000000000000,8.220000000000001,6.470000000000000,5.150000000000000,14.570000000000000,9.260000000000000,14.529999999999999,5.250000000000000,14.880000000000001,42858.500000000000000,27120.069999999999709,389.310000000000002,2015.000000000000000
593,130500010407,36.509999999999998,1.450000000000000,3.690000000000000,1.690000000000000,1.430000000000000,4.840000000000000,2.040000000000000,1.290000000000000,2.400000000000000,2.480000000000000,1.270000000000000,1.990000000000000,2.800000000000000,1.710000000000000,1.530000000000000,1.010000000000000,4.880000000000000,32527.000000000000000,8307.340000000000146,115.420000000000002,2015.000000000000000
618,130500011001,16.899999999999999,1.290000000000000,1.990000000000000,0.690000000000000,0.540000000000000,1.800000000000000,1.440000000000000,0.590000000000000,0.440000000000000,0.800000000000000,0.660000000000000,1.340000000000000,0.400000000000000,1.760000000000000,1.530000000000000,0.010000000000000,1.610000000000000,34705.669999999998254,6180.729999999999563,48.479999999999997,2015.000000000000000
619,130500011002,51.270000000000003,2.260000000000000,5.290000000000000,2.340000000000000,1.960000000000000,6.640000000000000,3.050000000000000,1.810000000000000,3.130000000000000,3.360000000000000,1.810000000000000,2.940000000000000,3.610000000000000,2.750000000000000,2.440000000000000,1.260000000000000,6.620000000000000,37973.669999999998254,2990.820000000000164,160.310000000000002,2015.000000000000000
620,130500011003,58.930000000000000,2.360000000000000,5.970000000000000,2.720000000000000,2.300000000000000,7.810000000000000,3.320000000000000,2.080000000000000,3.860000000000000,4.000000000000000,2.050000000000000,3.220000000000000,4.490000000000000,2.790000000000000,2.490000000000000,1.620000000000000,7.860000000000000,35795.000000000000000,5117.430000000000291,186.169999999999987,2015.000000000000000
