WSA_AGIDF,Ecode
TX0150249,S
KS2012101,S
MI0002838,S
WI6420302,N
TX2200012,S
90400051,N
MI0002836,S
NC0474010,S
MI0005850,SB
WV3303111,S
GA2330001,SB
FL5260297,S
TN0000116,S
AZ0407520,N
NC0111010,S
AL0000816,S
FL6511077,N
PA3480038,N
OK1020104,S
SC3910001,S
SC3920001,S
SC3910002,S
KY0440167,SB
NY3304336,S
TN0000201,S
LA1073004,N
IL1195150,S
AL0001298,S
ID4010049,N
OH2700112,N
CA3310009,SB
TX2200012,S
NC6054001,S
TN0000273,S
OH7802403,SB
KY1180471,S
KY0630451,SB
KY1180468,SB
KY1180085,S
KY0830148,SB
KY1030292,S
KY0870298,S
TN0000745,S
KY0770566,S
WA5324050,S
TX2270182,N
TX0310001,S
AZ0404002,N
FL6424619,N
CT0150011,S
TX0260049,SB
TX0260050,S
TX2270369,S
VA2003250,S
MT0000525,S
CA4810002,N
WV3303516,S
VA2165705,S
WA5340900,SB
CA1010001,N
NC0464010,S
FL2450022,N
CA1910166,B
CA1910032,SB
SC2310001,S
MO1010415,S
IA2909053,S
CA4010017,N
PA1460034,SB
CA5805001,N
OH3500811,S
OH2504012,N
TX1550008,S
LA1103013,N
VA6179100,S
CA1910020,N
TX0790511,SB
MA3160000,S
MI0000465,SB
MD0060007,N
MD0060007,N
MD0060007,N
MD0060007,N
MD0060007,N
MD0060007,N
TN0000133,S
AR0000466,SB
KY1101005,S
MA2186000,B
MA2348000,S
TX1012677,B
MO1010399,S
OH2504412,S
PA6330010,N
PA7360126,S
WI4710453,B
WI4710334,S
GA1370001,S
NY1800547,SB
PA4070023,S
PA3390024,S
TN0000009,SB
CA1910140,N
GA0210001,S
TX1080067,B
SC0410011,S
AZ0411115,N
DE0000248,N
MI0000220,S
SC0110002,SB
AZ0410112,S
CO0118015,S
IN5203002,S
MI0002615,SB
LA1073047,N
KY0570010,S
KY0340250,S
KY0570315,S
IN5288005,S
TX0700005,S
KY0540936,S
MD0100025,N
MD0100025,N
TX1013303,SB
CA1910087,S
TX1013175,N
IN5219012,S
IN5287003,SB
IN5263002,S
KY0030239,S
SC1010001,S
OH6801612,N
NY3100567,S
UTAH06013,S
TX1013429,S
TX0190004,S
OK1020708,S
OK1020418,S
OK3007223,SB
PR0003553,N
TX1160052,N
TN0000303,S
CA4910002,N
TX1780003,S
NC0368020,N
TN0000855,N
NC6059015,S
OK1010601,S
UTAH29023,S
IL1795780,N
MO1010415,S
VT0005053,S
NJ1204001,SB
TX0190004,S
WA5390260,N
TX2120004,S
OK1011201,S
CA1910032,SB
AZ0410006,N
MO1010399,S
SD4600432,S
IL1115700,N
PR0003914,N
PA3480046,S
TX1011742,S
KY0370143,S
PR0004634,N
TX1013298,S
UTAH29023,S
IN5210010,S
NC0114010,S
RI1615624,S
NC6070000,S
TX0790511,SB
FL3490751,S
NC0197010,S
PA1150098,S
CO0103843,SB
FL6510050,B
FL6511361,SB
TX0790511,SB
AR0001076,S
TN0000273,S
TX1013160,S
MA3155000,SB
MA3023000,SB
MA6000000,S
CA3310033,N
NC0197010,S
AL0000023,S
AL0001005,S
MS0740076,N
TN0000133,S
LA1073100,N
IL1210600,SB
IL0270040,S
IL1214220,S
WA5305783,N
AZ0404034,S
IL1090350,S
IN5255021,S
IN5245046,N
IN5247001,S
MS0240049,N
NY0600381,N
NY3511887,N
NC0114010,S
UTAH27015,SB
NY7003493,S
90400114,N
TX2200012,S
IN5214005,S
IN5251005,S
IN5214007,S
NV0000207,N
AZ0402004,N
MS0170016,N
PA5040055,S
KS2017308,S
MA4201000,S
CT0150011,S
NC0229030,S
FL3354916,N
TX0700001,S
IL1130900,S
PA7360058,S
VA6099340,N
RI1592010,S
PR0004084,N
MS0010009,N
TX0790511,SB
TX1010013,S
PA5040008,S
AZ0407046,S
AZ0407079,S
AZ0407695,S
TX1130010,S
OH7803811,S
VT0005092,S
FL6424652,N
KS2017308,S
NY4530222,S
TX1290002,SB
FL6280274,N
NY3100567,S
AL0001424,SB
IL0975600,B
IL0971070,S
PA3060066,S
VT0005092,S
AL0001298,S
CA4010022,S
MS0450007,N
CA4010022,S
FL2161328,S
AL0000532,S
AL0000870,S
MS0720024,N
OH6100011,S
ND5101687,SB
MS0370004,N
MA4044000,S
OH7604512,S
TX2210001,S
KY0831010,S
FL2040372,N
MO2010429,S
OH2502412,N
PA1460085,N
VA1035088,B
NJ1339001,SB
VA1197435,S
LA1103149,N
TX1013092,S
TX0790051,N
OK1020902,S
CA3610114,S
AR0000309,SB
AR0001070,S
AR0000474,S
AR0000309,SB
TX1013298,S
VA4041035,S
VA2079625,S
KY0220555,S
TX1010541,N
SC4220007,S
SC4210001,S
SC4420007,SB
SC4410001,S
CA1310011,N
ID4010022,N
MA2216000,S
KY0250473,S
MS0010015,S
MS0010015,S
AL0000133,S
TX2200012,S
TN0000133,S
MS0170043,N
GA2230002,SB
AL0001780,S
KS2010317,S
KS2020906,S
TX0430044,S
PA3540011,N
KS2020906,S
VA3710100,S
CA5610024,S
MO1010714,S
LA1033025,N
TN0000133,S
TX0790429,B
WA5385202,N
TX0430044,S
WV3303808,N
TX1120002,S
PR0005517,N
CA4810015,S
WV3304104,S
TX1700197,SB
AL0000933,S
LA1103055,N
OH4202012,N
MI0002790,S
TX0890001,S
PR0005416,N
KY0990357,N
TX1230021,N
CA3610053,B
CA3610055,S
MS0610008,N
NV0000270,N
CO0162291,S
NC0474010,S
NC0184010,S
TX0840153,S
SC1110001,S
TX1013298,S
LA1103053,N
LA1103046,N
AZ0407531,N
AL0000729,S
NY4100050,S
VA3093640,S
HI0000215,S
TX1700197,SB
TX0790373,SB
FL6512064,N
AR0000688,SB
90600151,N
NM3502826,S
NY4511620,N
UTAH06013,S
TX0430008,SB
TX0610213,S
TX0140016,S
TX1010013,S
MI0002836,S
TN0000515,S
TN0000526,SB
TX2120004,S
MS0020006,N
OH0200412,N
TX1012969,S
IL0670050,SB
IL0015200,S
TX1013310,S
IL1695100,SB
IL0090100,SB
MA3071000,S
NY3100567,S
AL0000940,S
VA4075735,S
NC0382070,N
90400090,N
NC0496010,S
TX0430044,S
NM3572007,N
KS2017304,B
KY0570315,S
SD4600406,S
TX1010013,S
PA1090131,N
NC0304010,S
TX1010919,N
AZ0413012,N
NC4051018,S
IL1635040,S
NJ1328002,SB
PR0003834,N
LA1001024,N
MI0000221,SB
TX1010386,B
TX1013298,S
MO2010344,S
PA5020043,S
TX2430006,N
MD0060012,N
MD0060012,N
GA3110072,S
KY0170360,S
KY0720113,S
TX1013303,SB
KY0720227,S
KY0700532,S
SC4620003,SB
TX2520001,S
TX0840153,S
TX1700197,SB
TX0610213,S
TX1050028,N
LA1097024,N
NJ0238001,S
MI0000605,S
PA3540014,S
MO1024478,B
MI0004570,S
TX0110013,S
NC0149185,B
NC0149015,S
MO2020421,S
IN5253002,S
CA1910160,N
MO2010479,S
NJ0809002,SB
NJ0327001,S
NJ0327001,S
DE0000004,N
TX0790511,SB
OK1020418,S
TX1012297,N
MS0180001,N
KS2017308,S
HI0000360,S
IA6273901,S
TX0430044,S
NC0465137,N
TX2460009,S
TX0790433,N
NY3401150,S
NY1400443,S
NY5801258,S
NY4530222,S
TX1010022,B
CO0144005,S
AL0001374,S
AL0001507,S
AL0001393,S
TX0200386,S
TX0790274,S
TX0920004,S
CA1910128,S
KY0351008,S
TX1550008,S
TX0710002,S
UTAH29023,S
TX1010013,S
DE00A0837,N
IL0370100,S
IL0310570,SB
TX1010908,B
TX1010013,S
CO0121300,S
UTAH07069,SB
TX2270033,SB
NY1800544,S
MO2010538,S
CO0135476,S
MI0000740,SB
KS2009107,S
KS2012101,S
KS2009115,S
KY0120013,S
TX0790511,SB
KY0370143,S
CA4210030,S
NC0343045,S
MD0080082,N
MA2348000,S
MS0440080,N
MO1010508,S
PR0003722,N
SC0420011,S
MS0440103,N
ID1280064,S
IL0075050,N
MD0060003,N
MD0060003,N
MD0060003,N
MD0100005,S
SC2310001,S
TX0790332,B
CT0690011,N
CA4210030,S
MO1010464,S
MO1010184,S
MO1010363,S
MO1010187,SB
NC0363108,SB
LA1125005,N
KS2001503,S
VA3740600,S
CA2010010,N
TX1013040,B
PA1230004,S
TX1013298,S
TN0008278,S
TX1013092,S
FL6080318,N
TX0610254,N
CA3310051,N
NV0000289,S
OK1021602,S
NJ0809002,SB
NJ0809002,SB
90400088,N
OH6001411,N
AZ0407065,N
MS0500004,N
GA0570002,S
GA2270004,S
GA2270000,S
GA1290000,S
IL0971070,S
TN0000590,S
TX1013009,S
OH8402703,S
TX1011982,N
TX2200012,S
TN0000527,N
LA1097012,N
MD0120010,N
NY0630144,N
MD0100023,N
MD0100023,N
MD0100023,N
MD0100023,N
MD0100023,N
NJ0814001,N
AK2310900,SB
TX1410028,S
OH5300012,S
MS0340014,N
MA1236000,S
LA1085036,S
KY0890071,S
NY3100567,S
CA1310014,S
AZ0410150,N
CO0118015,S
TX1011613,S
CA3810001,S
AR0000284,N
NJ1208001,N
LA1093004,N
OH7901612,N
MI0005850,SB
AZ0408038,S
IL1195030,S
GA1510001,S
AL0000103,S
MS0340019,N
LA1103020,N
TX1520002,S
KS2004507,S
CO0121150,S
TX1010013,S
OH2200203,SB
CA3610107,N
NY3100567,S
IA7727031,S
TX0840153,S
TX2490005,N
TX0790438,SB
IN5210018,N
PR0003142,N
TX1580065,S
NY5830007,SB
NY5830075,S
NY5830069,S
FL4434553,N
KY0170360,S
LA1111024,N
LA1061005,N
NJ0706001,SB
NY2221206,N
NY2902828,N
NY7003493,S
CA3310009,SB
MA1015000,S
DE0000552,SB
NJ1605002,S
PA5260036,S
MA1281000,S
WY5601198,S
NY3100567,S
MA2185000,S
AL0001302,B
MS0750004,N
AL0001313,S
PA1150137,B
PA1150026,S
GA1850019,N
FL3425020,N
NM3510524,B
NM3510224,S
MS0550001,N
TX0840009,B
CA1910085,B
CA1910087,S
KY0760370,S
CA2010005,N
SC2620004,S
MO2010105,S
IN5210003,S
FL1650785,N
MO1071079,S
NH1201010,S
CO0162122,SB
IA2100701,S
PA1090005,N
IA9425701,S
OH7802403,SB
TX0200201,N
CA3910006,S
WA5375560,S
TX2210001,S
ID1400089,N
IL0030020,S
IN5210002,S
CA5610080,SB
CA5610009,SB
TX0700033,SB
PR0004204,N
TX0360030,N
NC0180010,S
OK1020404,S
TN0000133,S
TX0280024,S
NC0102015,SB
TX1013343,N
TX2460009,S
TX1010013,S
TX2120015,N
WA5377660,N
VA1169650,S
IL0890120,N
OH4901012,N
PR0004625,N
VA5029085,N
NY5801229,S
MA4293000,S
55293603,N
TX1230092,N
AL0001805,S
TX2140016,N
TX0790481,N
55294502,N
TN0000562,S
AL0000548,S
MD0010008,S
WV3301811,S
PA3480046,S
PA1460034,SB
MS0370008,N
TX2460003,S
SC3210004,S
MO1024116,SB
DE00A0428,S
CA3410003,N
MS0180005,N
CA3610110,S
MS0180013,N
KY0560258,S
MI0004570,S
AL0000914,S
84690516,N
AL0001393,S
AL0000919,S
UTAH06013,S
MD0010018,N
MD0010018,N
MD0010018,N
MD0010018,N
MD0010018,N
MD0010018,N
MD0170019,N
MD0170019,N
MD0170019,N
MD0170019,N
MD0170019,N
TX0370018,B
VA1167900,SB
AZ0413063,N
MS0480019,N
UTAH18026,S
TX1230003,N
PA5300012,N
KY0090322,S
AL0000581,S
IL0810300,SB
NY1302812,SB
IL0295100,S
LA1073020,N
KY0120039,SB
MS0200001,N
SC0410011,S
FL4060419,N
IL0290100,S
MI0002838,S
MT0001744,S
OR4100899,S
PA7670061,N
MD0010016,B
MD0010008,S
MD0010008,S
NJ1352005,S
NY5503374,S
TX2270255,SB
AL0000397,S
MS0590002,N
TX2360010,N
CA3410021,S
TN0000653,S
TX1013298,S
OH0501311,S
105300003,N
MS0170002,N
AZ0411056,N
MI0000465,SB
VA2790600,S
TX1700197,SB
TX1011742,S
ND1801062,S
MS0420010,N
NC0464010,S
IA6342036,S
KS2017308,S
KY0060022,SB
KY0880594,SB
AL0000729,S
AL0001313,S
MD0140002,N
LA1017052,N
NY3100567,S
UTAH22059,S
TX0610213,S
TX1013132,B
TX2270083,N
PR0002611,N
TX0840031,B
TN0000073,S
IL0314910,SB
TX0140161,S
GA0210001,S
CA3710020,S
TX1010910,N
NC0112015,S
TX0790438,SB
TX0710186,N
WV3304601,SB
KY0831010,S
KY0870298,S
KY0260737,S
DE00A0683,N
NY1400443,S
MS0300044,N
CA3810001,S
IN5241007,S
SD4602288,S
WV3303111,S
TX0370002,S
MO1010415,S
TX1010422,S
PA1230004,S
SD4600430,S
MO1010714,S
CA1910087,S
CA1910013,SB
IN5249004,S
HI0000355,N
AL0001070,S
AZ0407128,N
TN0000191,S
MS0640022,N
SD4600520,S
MI0000465,SB
FL6094948,S
LA1103033,N
SC0110001,S
TX0230004,S
NC0118010,S
KY1101005,S
MI0000160,S
MD0070016,S
MD0070016,S
CA1910048,S
AL0000076,N
TX0790274,S
TX1013303,SB
NC0382010,S
TX1012229,N
LA1097014,N
FL3354650,N
IA3000099,S
IA2100701,S
IA3218024,S
IN5215007,N
CT0070011,SB
CT0890011,S
CT0330011,S
NC0112015,S
OH2201411,S
CA3610707,N
MS0750005,N
MS0500009,N
KY1160291,S
FL6605038,N
ND5301686,SB
LA1121027,N
VA5117707,S
MD0150002,N
MD0150002,N
MD0150002,N
TX1013298,S
AR0000590,S
IN5253002,S
KY0130208,S
VA1197345,B
VA1197435,S
63501001,N
CA3310048,N
63500120,N
PR0004534,N
MO1010415,S
TX1011690,N
AL0000321,S
LA1077041,N
CT0640011,S
CT0261031,N
DE0000579,N
IN5215003,S
KY0050929,S
MI0003770,N
NM3521308,N
NY3903641,N
NY5304409,S
TX1010260,B
TX0420001,S
TX2260001,S
NJ1345001,S
UTAH29023,S
MD0080033,S
MD0080033,S
IN5258001,S
TN0000650,N
TX0140005,S
GA1990003,S
TX0790452,N
LA1015004,S
AL0000936,SB
MD0010011,S
AL0001500,S
FL2614268,N
TX0430044,S
OH2200203,SB
NJ0333001,N
TX1840005,S
TX0790023,S
NJ0238001,S
CA4010018,N
TX1990004,N
TX1011744,SB
CA1910045,S
WI1140142,N
MS0530006,N
MO2020421,S
MO2010623,S
OK1020903,S
MS0530006,N
MO2024335,SB
MS0230069,S
CA1910195,N
SC1110001,S
LA1073031,S
IN5222001,S
IN5222002,SB
CA1910084,B
CA1910163,B
CA1910087,S
CA1910087,S
NJ0104003,N
84690026,S
KS2001511,S
OH8301012,N
OK2006201,S
NC6054001,S
MS0230063,N
PA4140120,N
WA5368065,N
IL1191150,S
VA1105400,N
AZ0408068,S
MD0060006,N
MD0060006,N
MD0060006,N
MD0060006,N
MD0060006,N
OR4100287,S
TN0000652,S
MS0570008,N
WV3304902,S
TX0140161,S
TX1630010,N
CA4210030,S
CA1310003,S
OH2903512,S
VA6033450,N
NJ1352005,S
VA6033085,N
TX0290065,SB
TX0790373,SB
MA6000000,S
PR0005356,N
PA1150105,S
CA1910087,S
CA3010047,B
CA3010093,SB
MS0170014,N
FL5260053,SB
SD4600882,S
FL1230848,N
MS0170011,N
MI0005850,SB
TN0000617,S
TN0000256,S
TN0000548,S
TN0000500,S
AZ0411019,N
TN0000552,N
IN5251003,N
LA1017018,N
90400047,N
MS0720004,N
VA6099050,N
AZ0413314,N
LA1103106,N
MO1010415,S
NV0005062,N
NC0496070,N
OK1020104,S
TX0200497,S
TX0320019,S
GA1510001,S
KY0420274,S
TX1010413,SB
KS2004507,S
WV3304104,S
SC1110001,S
LA1113032,N
NJ1319007,N
PA5020006,S
AZ0411136,N
PR0003222,N
LA1097006,N
CA3610109,N
CA5610008,B
CA5610050,S
TX0790274,S
IL0775100,S
AR0000590,S
PR0003533,N
NC0235030,SB
IN5253002,S
PA5030008,N
SC4510007,N
NC0144010,S
TX1013303,SB
FL2160811,N
NC0498035,S
IL1435470,S
PR0003593,N
FL6142734,S
PR0002782,N
MS0380028,N
PR0003353,N
IL0435400,SB
MO1010833,S
CO0135554,B
IN5239002,S
SC4650005,N
CO0135233,SB
TX0250014,S
IA8400733,S
WA5370850,S
FL6080104,N
MT0000169,N
MO1010453,SB
MO1024154,SB
MO1010648,S
LA1085036,S
KY0810275,S
AL0001780,S
AZ0407079,S
FL1200275,N
IN5232007,N
MO3036157,N
OH1400111,N
NY5600114,S
OR4100657,S
AL0000767,S
AL0000772,S
AL0000770,S
AL0000769,S
TX1013092,S
TN0000369,S
TX1700197,SB
IA7227701,S
TX0280007,N
PR0004494,N
TX0200610,S
TX0430004,SB
TX0290002,SB
MS0430029,N
PR0004344,N
SC3420001,N
MS0340001,N
AZ0410060,N
PA7670100,S
ND0800080,S
MS0740004,N
OH5600812,N
AL0001336,S
LA1103006,N
LA1101002,S
IN5278001,S
IN5258001,S
RI1559517,S
TN0000405,S
KS2020906,S
KY0730533,S
TX1013450,N
CA4210024,B
CA4210030,S
PR0004474,N
CA2410008,N
MS0640014,N
83890025,N
PA4110017,S
TX2340019,N
MS0230015,N
IN5282002,S
MS0220007,N
TX1011681,N
PA6330002,N
TX0140035,SB
TX0140162,S
MS0380106,N
SC1120002,SB
NC0431050,N
IA0819033,S
MI0003470,S
PA7670100,S
TX1160003,S
CA4410002,N
PA7360058,S
TX1010013,S
MO2021537,S
IA0400900,S
TX0430044,S
PA2450065,N
TX0140161,S
OK1020616,S
90400089,N
ND3000596,S
AL0000783,S
AZ0407555,N
LA1099009,N
NH1471010,S
NY1101755,N
VT0005024,N
MO2020421,S
TX0610213,S
AL0000547,S
GA1890001,S
MD0100018,N
MD0100018,N
ND5000408,N
AR0000787,S
PA5040008,S
IL0770150,S
WV3301204,S
MS0380001,N
KY0110097,S
KY0050929,S
IL0890090,N
OK1021612,S
OK1011501,S
TX1012942,S
MS0340007,N
ND0900336,S
VA2109510,S
SD4600864,S
SD4600433,S
TX2050011,S
PA2580024,N
RI1592024,SB
AR0000782,S
TX0200386,S
IA9778054,S
FL3591451,N
MS0610044,N
PR0003802,N
KY1200439,S
TX0790511,SB
MS0440100,N
FL1170168,N
FL1190789,N
TX0840021,N
AR0000289,S
TX0140028,B
IN5245015,S
UTAH22030,N
AZ0414099,N
SD4600870,S
SC2660049,N
OK1021602,S
AL0000577,S
TX1011585,N
PA7360058,S
AL0001434,S
AZ0410262,N
ND2901491,S
WV3301037,S
TX1012097,N
TX0200497,S
FL4565030,N
MS0610012,N
KS2017701,S
NC0353010,S
TX0140162,S
WV3304104,S
AZ0407070,N
FL1460826,N
TX1013298,S
PA1460069,N
TX1010233,N
PA3060052,N
OK1021607,S
TX1013303,SB
CA4010081,N
OH5260712,N
TX0790446,S
PR0002792,N
IN5219009,S
NY3100567,S
TX1840079,N
LA1105077,N
IL0195150,N
IL1035100,N
MD0080020,N
PA6250028,S
MS0120011,N
SC4610002,S
PR0003712,N
NC0184010,S
NM3509824,S
KY0910675,S
NC0353101,B
KY0090287,SB
KY0910065,S
KY0810046,SB
PA1090125,N
AR0000062,SB
TX0790366,B
SD4600430,S
PA4110023,N
TX1013479,N
MS0480011,N
IA8300184,S
WV3302607,S
GA1190003,S
GA1470000,S
GA1190004,S
AZ0408015,N
FL3590205,S
LA1041003,N
NY1000238,N
TX0710078,N
AL0000314,S
MS0250021,N
IN5231007,N
NV0000168,S
OH0501311,S
TX0790274,S
WV3302502,S
IL1635090,S
CA1910072,N
TX2270235,S
OH4100412,S
FL2184259,N
MS0550060,N
TX1010480,N
TX1010056,SB
CA5800801,N
CO0116001,S
CO0116001,S
FL1320646,N
GA2770004,N
HI0000319,N
HI0000324,N
LA1039003,N
NY4500178,N
NY3511338,N
OR4100862,N
PA3061067,N
SD4600112,S
WV3301933,N
AZ0407016,S
NY0100192,S
TX1010599,SB
TX1011613,S
TX1011249,S
MS0410007,N
MD0020029,N
HI0000357,N
MS0150009,N
FL1650791,N
CA4210030,S
TX0970001,SB
TX1013298,S
MA1276000,N
AZ0411021,N
55295508,N
TX1013295,N
TX0790511,SB
TN0000636,S
FL4560490,S
AL0001151,S
TX1012214,B
TX0200386,S
TX1013303,SB
MS0610032,N
NC0416028,N
SD4600626,S
CA1510053,S
SC2620004,S
TX1011824,B
IN5241007,S
FL3640331,S
ND0201058,S
PR0003296,N
OK3002603,N
NC0498025,S
AR0000025,S
IL1650150,SB
MS0250015,S
TX1750002,S
TX1260016,N
WI4360287,SB
MI0000321,N
MS0410033,N
MO5036006,N
OH1301312,S
PA5260032,B
SD4600429,S
TX1010012,N
PA5260019,S
MD0210002,N
MD0210002,N
CA1910061,B
CA1910032,SB
TX0230004,S
MS0390001,N
OH5002303,SB
55294503,N
FL3424897,N
KY0753505,S
KY0300450,SB
KY0920332,S
OK1020104,S
MS0310001,N
CA1910048,S
TX1010432,SB
MS0570014,S
VA1185105,S
VA1027061,SB
VA1185761,SB
PA7210058,N
PA7210027,N
TX0790367,N
MI0003850,S
AL0000577,S
KS2005309,S
TX0790253,N
OK1010214,S
MS0470105,N
SC3610001,S
TX0790277,B
KS2010321,SB
CA1910045,S
KS2020906,S
MS0610013,N
MS0440081,N
IN5237015,N
MS0300069,N
IL0130010,N
MS0580002,N
MS0340005,N
AR0000200,SB
AR0000326,S
AR0000329,SB
NY5704191,N
TX1012974,S
CA3310025,SB
MS0530014,N
NY5903459,B
OH2903612,N
PA4560042,SB
VA1105200,S
CA5610024,S
NY5903469,SB
NM3528522,S
WA5377050,S
OK1021602,S
NM3501207,N
NC0442010,S
NY3401170,S
NY3401182,SB
NY3401150,S
MS0590014,N
AL0001290,S
TX1010003,SB
AL0000257,B
AL0000256,S
TX0790347,S
63503111,N
IN5274009,N
MS0770004,N
IL1330020,S
KS2008514,S
MI0002838,S
WA5354192,N
PR0005136,N
MS0610024,N
WV3303912,N
TX1750002,S
MA2348000,S
WV3302717,N
TX1750002,S
AZ0407765,N
PA7360083,N
NC0343045,S
CO0135883,N
DE00A0347,N
KY0540936,S
MO1010415,S
TX0140161,S
MI0004800,S
LA1017006,S
WV3303111,S
PR0004454,N
KY0960126,S
TX1013303,SB
MO2010796,S
WA5366637,N
IL0555100,S
NE3108904,N
OH6501712,S
LA1095002,B
LA1095003,S
PA7360082,N
PR0005557,N
TX0700008,S
IN5219012,S
FL1660803,N
IN5253002,S
MO1010399,S
TX1011296,N
WY5600009,S
VA1027061,SB
105300002,N
IL0230100,S
AZ0413106,N
IL1990600,SB
FL1370669,N
SC4010001,S
GA2990051,N
IL0430551,SB
TX0150275,N
KY0700532,S
MA4239055,N
NV0005027,N
TX1013310,S
KS2000506,S
MS0340010,N
MS0170006,N
LA1123005,N
CA1910165,N
KS2004507,S
TX1011462,B
TX1013092,S
MS0370007,N
SC3710002,S
MA3079000,SB
FL6280223,N
NY0200309,S
OR4100867,N
AZ0410213,N
TX1580065,S
TX0610273,N
TX1290010,N
IL0975900,N
MS0570015,N
TX1070106,S
TX0790200,N
IA1400902,S
ND1801056,N
WV3300517,S
FL3424826,N
IL0431150,SB
AZ0407016,S
LA1115087,N
NC0197010,S
TX0790435,SB
TX0790511,SB
TX1012969,S
MO1010714,S
MS0210001,N
SC0720003,S
TX1012330,N
TX0610213,S
GA0510259,S
NY5801235,N
FL6142734,S
MS0790005,N
HI0000247,N
LA1039016,S
TX1290046,N
TX1011781,S
SC0720003,S
MS0220002,N
TX0910004,SB
TX0910052,B
CO0143621,S
FL1460828,N
FL1234013,N
FL2554334,N
GA2670005,N
IL0195300,S
IL1190250,S
KS2010312,B
MA2097000,S
MS0250100,N
MS0670014,N
MT0004082,S
NY5111891,N
NY2501023,S
NY3304331,SB
OK1020419,S
KS2010317,S
VA1173770,S
MI0002838,S
TX2490016,N
TX0790403,S
CA1910039,S
MI0005850,SB
TX2430001,S
TX1012974,S
TX1011746,N
IA0400900,S
MS0770005,N
FL2160568,N
MI0003695,N
TX2460003,S
GA1810000,S
TX1290003,SB
MI0000450,S
MS0170005,N
CA3110008,S
MI0005480,S
WV3302610,S
IN5246001,N
CO0143621,S
MS0620003,N
AR0000101,S
KY0340250,S
NY2613319,N
CA3610028,N
TX1160003,S
AZ0409022,N
PR0004234,N
AR0000028,S
AR0001077,SB
TX0790347,S
AL0001783,S
MS0310012,N
IA7727031,S
SC2010001,S
MO1010131,S
PR0004845,N
IN5219012,S
HI0000312,N
MS0380026,N
TX0790511,SB
OH8700311,S
IN5241007,S
TX0300005,N
AL0000925,SB
AL0001411,SB
AL0000924,S
AL0000926,S
NC0188104,N
WV3303908,S
OK3006604,SB
OK1021512,S
OK1021602,S
WA5334375,N
GA1990003,S
IL0510010,SB
IL0270040,S
TX0790472,N
AZ0410128,N
TX0790267,N
IL1210020,SB
IA0400900,S
OK1021602,S
MO1010413,S
OH5501612,S
SC3250077,SB
TX1090068,S
TX0790446,S
FL2104332,N
CA3310082,N
NE3120303,S
IA2573701,SB
TN0000016,N
PA5300017,S
PR0003433,N
TN0000167,SB
CA3310046,B
CA3310012,S
LA1055171,N
PA5020038,S
MI0007220,S
TN0000251,S
MS0300164,N
MD0080058,N
WA5366215,N
TX2120020,N
KS2002123,S
TX2460159,N
FL6512070,N
KS2010317,S
OK1010829,S
AZ0410049,N
CA1910006,N
TX1330041,N
MS0430030,N
MS0480013,N
TX1370035,SB
NC0184010,S
FL6142734,S
AZ0407409,N
CA5210007,N
TX0790438,SB
UTAH06024,SB
GA1190004,S
GA1190001,S
GA0110026,S
GA1190003,S
MS0680007,N
NE3110909,S
NC0160156,B
SC2920001,SB
FL2550812,N
ND3401128,S
CT0590011,S
MS0610089,N
CO0116001,S
ND3901068,S
TN0000541,S
NJ0327001,S
IA2576705,SB
FL5360048,N
WV3302203,S
FL4500773,SB
OH0500212,S
TX1290006,SB
IN5240006,S
MI0006270,S
IN5251004,N
NC0474060,B
NC0474010,S
SD4600043,S
KS2008514,S
CA0510009,B
CA0510016,S
AL0000783,S
IA8400722,S
MS0610011,N
CA4910020,S
OK1021701,S
PA7360025,N
CA3010093,SB
TX1013303,SB
SC2310001,S
GA0310006,N
LA1037017,N
AZ0409018,N
TX0430044,S
VA1185685,SB
OK2002412,S
AZ0413046,N
MS0300166,N
OH3000111,S
RI1559518,S
MS0670005,N
TX1010923,B
NM3552903,N
TX0790274,S
MS0760076,N
VA3183590,N
RI1615619,S
KY0670462,SB
TX1010554,N
NM3512407,S
TX0790356,S
NE3102521,S
MS0620023,N
CO0134020,S
IL0050020,SB
KS2010317,S
MI0003749,N
MI0001450,SB
MO1010415,S
NY3730165,S
PA2640020,N
UTAH18031,N
MI0003390,S
PA4110297,S
MI0004090,S
PA4110009,S
IA1811001,S
IA0400900,S
TN0000471,S
FL6290497,B
FL6290327,S
TX1013303,SB
VA5019400,S
GA0810064,N
MS0470001,N
TX1090068,S
VA2163550,S
TX0790354,N
TX0790354,N
AZ0413023,N
MI0005850,SB
AZ0410357,N
IN5242005,S
AR0000250,S
CA4510016,S
VA4087125,S
TX1011513,N
IN5233011,S
TN0000360,S
MO1010415,S
MS0400003,N
TX1700386,N
WV3304203,S
PA4110014,S
IN5219004,SB
MS0350002,N
NY3202405,S
SD4600999,S
TX2500015,S
MI0006100,S
MS0610016,N
MS0410032,N
MS0160009,N
NC4051018,S
TX0610213,S
FL3354104,N
AZ0413104,N
LA1091007,N
TX1011744,SB
AR0000564,S
FL6140451,N
CT0830021,N
IN5288006,B
SC4410001,S
IL1210020,SB
IL0270040,S
MS0620011,N
MO2020421,S
PA5020040,SB
41200004,N
IL0975780,N
IN5260002,N
MO4061410,N
NY1500287,N
NY1000245,N
NY5930056,SB
VA5007135,N
TX1010062,SB
MI0004370,SB
OK1011401,S
VA1185761,SB
TN0000073,S
MS0710008,N
PR0004584,N
MN1690011,S
TX0840036,N
KS2000511,SB
AL0000927,S
ID4010141,N
MT0002384,N
