Date,etr,pet,pr,sph,srad,tmmn,tmmx,vs,Pop,Wu
2000-01-01,1.1914729323088145,0.7827827857197848,0.0,0.0034713268171523656,92.58394555793413,267.4074861674237,280.9178396853415,3.5020669346023974,87943.32783837094,15.99
2000-01-02,1.4624783419196694,0.9759114352873124,4.961223079657648,0.0063271700699085,36.86531065249111,274.03374565080486,288.1353667063485,6.230305599914888,87947.56854184833,13.149999999999999
2000-01-03,0.4727930618422307,0.37331939539115055,71.64282505048338,0.00806395286108435,26.698473571778802,279.677915629349,287.781140610914,5.480838448606066,87951.80924532571,12.88
2000-01-04,2.5979681786274282,1.6420221372552757,2.0400932126808606,0.0046920317011733,55.70208447552071,269.1961713374403,287.51523656385416,7.492237170916399,87956.0499488031,12.96
2000-01-05,1.2716952075790788,0.8377312029465875,0.8524706692098529,0.002227403553706434,67.16689156672854,267.8599619147466,274.1743247636655,3.583982659285573,87960.29065228085,14.770000000000001
2000-01-06,1.841054771674928,1.1476081822738735,0.0,0.0024125585624872443,96.82440371876852,266.6608100485867,278.10843406847187,4.813406195251214,87964.53135575823,17.270000000000003
2000-01-07,1.4199303044497191,0.9089346745817324,0.0,0.0022901358283726266,100.95196857012479,266.2505575846582,275.69607950337127,4.3432413740869285,87968.77205923562,13.879999999999999
2000-01-08,1.7939087473836366,1.143883810183546,0.0,0.0023254503174649772,94.28134455553244,265.6798354083154,278.9395213615718,3.7650793016948847,87973.01276271301,13.08
2000-01-09,0.882672867358365,0.6447608519812138,0.0,0.0039000126845407756,55.01538099181524,270.2486211837595,279.8737247788709,3.2162031619615936,87977.25346619039,17.900000000000002
2000-01-10,2.252748236765173,1.4338557426173668,0.06872694962564467,0.004102452845424789,66.39403382685971,272.2176666657444,283.1672647574779,7.924007737581665,87981.49416966779,17.54
2000-01-11,1.7678472673869252,1.1233687261005572,0.0,0.0027275072730619443,78.83488714910781,269.6225804894405,276.2972038594592,7.626356594792697,87985.73487314518,16.939999999999998
2000-01-12,1.7181156531764343,1.0999999813651145,0.0,0.0024678969174729637,101.94071186983037,267.96074213223665,279.9709303512455,2.755632756860435,87989.97557662292,14.280000000000001
2000-01-13,1.1707959550702602,0.7701195888077402,0.0,0.002594596824516958,48.65708717012739,265.30812540508816,275.56264968074174,6.6724113371501295,87994.2162801003,13.98
2000-01-14,1.2784033355049405,0.8000000744259359,0.0,0.0012634258488885318,104.66413134503466,262.54828702073644,270.3508524948113,3.135726088155286,87998.4569835777,13.96
2000-01-15,2.5305125128058115,1.5597676950391064,0.0,0.001961919240963462,99.39867024171379,264.4773212521954,278.91333089240845,5.6478884057961265,88002.69768705507,17.37
2000-01-16,1.84414207829912,1.2000000425128767,0.0,0.00248965136425676,84.53522506624957,264.6620171485859,278.17483044705347,6.589429689128431,88006.93839053246,17.37
2000-01-17,1.5115434429764625,0.9645929469812508,1.0514805611665765,0.001076950559991675,99.46921639395686,261.42016795405067,269.5935055294166,4.300000002564748,88011.17909400986,15.500000000000002
